country_name;country_iso2;state_id;state_name;state_iso2;city_id;city_name;latitude;longitude
Egypt;EG;3245;Dakahlia;DK;31762;Ajā;30.94162;31.29039
Egypt;EG;3245;Dakahlia;DK;31770;Al Jammālīyah;31.18065;31.86497
Egypt;EG;3245;Dakahlia;DK;31774;Al Manzalah;31.15823;31.936
Egypt;EG;3245;Dakahlia;DK;31775;Al Manşūrah;31.03637;31.38069
Egypt;EG;3245;Dakahlia;DK;31776;Al Maţarīyah;31.18287;32.03108
Egypt;EG;3245;Dakahlia;DK;31800;Bilqās;31.21452;31.35798
Egypt;EG;3245;Dakahlia;DK;31808;Dikirnis;31.08898;31.59478
Egypt;EG;3245;Dakahlia;DK;31844;Minyat an Naşr;31.12624;31.64313
Egypt;EG;3245;Dakahlia;DK;31865;Shirbīn;31.19688;31.5243
Egypt;EG;3245;Dakahlia;DK;31876;Ţalkhā;31.0539;31.37787
Egypt;EG;3245;Dakahlia;DK;31880;‘Izbat al Burj;31.5084;31.84106
Egypt;EG;3246;New Valley;WAD;31772;Al Khārijah;25.45141;30.54635
Egypt;EG;3246;New Valley;WAD;31852;Qaşr al Farāfirah;27.0568;27.96979
Egypt;EG;3247;Qena;KN;31809;Dishnā;26.12467;32.47598
Egypt;EG;3247;Qena;KN;31813;Farshūţ;26.05494;32.16329
Egypt;EG;3247;Qena;KN;31822;Isnā;25.29336;32.55402
Egypt;EG;3247;Qena;KN;31831;Kousa;25.91407;32.76362
Egypt;EG;3247;Qena;KN;31847;Naja' Ḥammādī;26.04949;32.24142
Egypt;EG;3247;Qena;KN;31853;Qinā;26.16418;32.72671
Egypt;EG;5067;Sharqia;SHR;149220;10th of Ramadan;30.2993939;31.6141789
Egypt;EG;5067;Sharqia;SHR;149221;Markaz Abū Ḩammād;30.5360443;31.6597023
Egypt;EG;5067;Sharqia;SHR;149223;Awlad Saqr;30.9309623;31.6913238
Egypt;EG;5067;Sharqia;SHR;149224;Bilbeis;30.4167692;31.5543048
Egypt;EG;5067;Sharqia;SHR;149225;Diyarb Negm;30.7480082;31.3889308
Egypt;EG;5067;Sharqia;SHR;149226;El Husseiniya;31.1393396;32.1494967
Egypt;EG;5067;Sharqia;SHR;149228;Al Qurein;26.2930066;31.8495035
Egypt;EG;5067;Sharqia;SHR;149229;Faqous;30.7229174;31.7613658
Egypt;EG;5067;Sharqia;SHR;149230;Hihya;30.6551621;31.5067157
Egypt;EG;5067;Sharqia;SHR;149231;Kafr Saqr;30.7795514;31.6177412
Egypt;EG;5067;Sharqia;SHR;149232;Mashtoul El Souk;30.3557011;31.3627853
Egypt;EG;5067;Sharqia;SHR;149233;Minya El Qamh;30.5003745;31.2376685
Egypt;EG;5067;Sharqia;SHR;149234;New Salhia;30.6286879;31.9209906
Egypt;EG;5067;Sharqia;SHR;149235;Zagazig;30.5845623;31.3474779
India;IN;4006;Meghalaya;ML;131520;Cherrapunji;25.30089;91.69619
India;IN;4006;Meghalaya;ML;131824;East Garo Hills;25.61372;90.62426
India;IN;4006;Meghalaya;ML;131825;East Jaintia Hills;25.35976;92.3668
India;IN;4006;Meghalaya;ML;131827;East Khasi Hills;25.3805;91.78905
India;IN;4006;Meghalaya;ML;132858;Mairang;25.56165;91.63602
India;IN;4006;Meghalaya;ML;132916;Mankachar;25.53347;89.86373
India;IN;4006;Meghalaya;ML;133232;Nongpoh;25.9023;91.87694
India;IN;4006;Meghalaya;ML;133233;Nongstoin;25.51704;91.26484
India;IN;4006;Meghalaya;ML;133237;North Garo Hills;25.89682;90.61602
India;IN;4006;Meghalaya;ML;133636;Ri-Bhoi;25.88997;91.82707
India;IN;4006;Meghalaya;ML;133870;Shillong;25.56892;91.88313
India;IN;4006;Meghalaya;ML;134009;South Garo Hills;25.30162;90.5853
India;IN;4006;Meghalaya;ML;134013;South West Garo Hills;25.47245;89.93399
India;IN;4006;Meghalaya;ML;134014;South West Khasi Hills;25.32155;91.29462
India;IN;4006;Meghalaya;ML;134223;Tura;25.51421;90.20239
India;IN;4006;Meghalaya;ML;134406;West Garo Hills;25.56794;90.22447
India;IN;4006;Meghalaya;ML;134408;West Jaintia Hills;25.5;92.25
India;IN;4006;Meghalaya;ML;134410;West Khasi Hills;25.54776;91.26957
India;IN;4007;Haryana;HR;57675;Ambala;30.32854;76.9422
India;IN;4007;Haryana;HR;57756;Ateli Mandi;28.1008;76.2598
India;IN;4007;Haryana;HR;57810;Bahadurgarh;28.69287;76.93555
India;IN;4007;Haryana;HR;57861;Bara Uchana;29.46747;76.17798
India;IN;4007;Haryana;HR;57890;Barwala;29.36747;75.90809
India;IN;4007;Haryana;HR;57937;Beri Khas;28.70146;76.57708
India;IN;4007;Haryana;HR;57988;Bhiwani;28.75;76.16667
India;IN;4007;Haryana;HR;58054;Bilaspur;30.3045;77.30424
